comment;id;rating;Вопрос решен;Нравится качество выполнения заявки;Нравится качество работы сотрудников;Нравится скорость отработки заявок;Понравилось выполнение заявки;Вопрос не решен
Пришли вовремя) заранее позвонили уточнить удобное время) отличный мастер все сделал быстро и аккуратно) ;3913486;5;1;1;1;1;1;0
Все четко объяснили, вопросов не осталось;3913509;5;1;0;0;0;1;0
"ну вроде, получше...
Слава Богу";3913566;5;1;0;0;0;0;0
Проблема решена, быстро и оперативно..;3913676;5;1;0;0;1;0;0
Всё отлично, спасибо!;3913730;5;1;0;0;0;0;0
Очень быстро и вежливо));3913971;5;0;0;1;1;0;0
Второй специалист все отлично решил. Спасибо.;3913976;5;1;0;1;0;0;0
благадарю специалиста;3914097;5;0;0;1;0;0;0
Очень быстро и качественно, спасибо! ;3914189;5;0;1;0;1;0;0
Спасибо Большое! Всё сделано супер!;3914351;5;0;0;0;0;1;0
Комод убран. Большое спасибо за оперативное решение;3914367;5;1;0;0;1;1;0
Хочу выразить особую благодарность Татьяне за проявленный интерес к моему вопросу!;3914531;5;0;0;1;0;1;0
Очень быстро отреагировали и устранили проблему ;3914571;5;1;0;0;1;0;0
Вот теперь все данные правильно внесены. Спасибо.;3914622;5;1;0;0;0;0;0
Спасибо за оперативную помощь;3914767;5;1;0;0;1;0;0
Спасибо! Ключи рабочие;3914795;5;1;0;0;0;0;0
Круто , быстро ,спасибо ;3914807;5;0;0;0;1;1;0
быстро, эффективно!;3914918;5;0;0;0;1;0;0
Отличный сантехник!;3915053;5;0;0;1;0;0;0
очень оперативно. спасибо ;3915266;5;0;0;0;1;0;0
Как оперативно! Благодарю!;3915342;5;0;0;0;1;1;0
Быстро среагировали и решили проблему. Спасибо!;3915543;5;1;0;0;1;0;0
Быстро сделали.;3915644;5;0;0;0;1;0;0
Добрый день! Вопрос решен очень быстро! Благодарю за работу и оперативность);3916307;5;1;0;0;1;1;0
все хорошо, очень доступно все объяснили;3916394;5;1;0;0;0;1;0
Мастер на все руки! Спасибо большое 👍👍👍;3916525;5;0;0;1;0;0;0
да,  спасибо. пока не сломали);3916845;5;1;0;0;0;0;0
все очень быстро и качественно сделал сантехник Сергей!;3917220;5;1;1;1;1;0;0
Спасибо огромное 🫶🏼;3917341;5;1;0;0;0;1;0
Большое спасибо, очень внимательно и клиентоориентированность на высшем уровне ;3917445;5;0;0;1;0;1;0
Спасибо большое за оперативное решение;3917598;5;1;0;0;1;0;0
Отличное обслуживание.;3917634;5;0;1;0;0;0;0
Всё решили ;3917644;5;1;0;0;0;0;0
Быстро выявили ошибку в показаниях, и не стала делать в убыток мне . Позвонила мне , уточнила и решила всё. Огромное спасибо Вам . ✈️ меняется в лучшую сторону ;3918118;5;0;1;0;1;1;0
Ключи работают. ;3918621;5;1;0;0;0;0;0
"Спасибо большое!
Выполнили работу быстро и аккуратно!";3918647;5;1;1;0;1;1;0
Все быстро, качественно, как договорились. Спасибо.;3918748;5;0;1;0;1;0;0
Всё отлично! Спасибо большое!;3918861;5;1;0;0;0;1;0
Самый вежливый работник ;3919084;5;0;0;1;0;0;0
Четко и я оперативно;3919087;5;0;0;0;1;1;0
Спасибо за выписки. Счет на эту сумму когда подкрепят в приложение?;3919099;5;1;0;0;0;0;0
Достаточно быстро, спасибо !;3919231;5;0;0;0;1;0;0
оперативно устранили, дали консультацию ;3919253;5;1;0;0;1;0;0
спасибо огромное специалисту за оперативность и профессионализм. ;3919349;5;0;0;1;1;0;0
Напор стал хорошим,  спасибо ;3919367;5;1;0;0;0;1;0
Благодарю за качественную и оперативную работу сотрудников УК! С наилучшими пожеланиями к Вам!🙌🏻;3919407;5;0;1;1;1;1;0
Все отлично! Спасибо за быстрое устранение проблемы);3919607;5;1;0;0;1;1;0
Оперативно среагировали, пришло большое количество строителей и помогли убрать всю воду. ;3919776;5;1;0;0;1;0;0
Виталик молодец. ;3919877;5;0;0;1;0;0;0
Спасибо большое, что все быстро починили!!! Спасибо за хорошую работу!;3920112;5;1;0;0;1;1;0
Была протечка смесителя в ванной, мастер пришел в течении полу часа, поменял прокладки. Вопрос решен.;3920141;5;1;0;0;0;0;0
Самый лучший клиентский менеджер!!! Всегда идеально решает все вопросы!!!;3920353;5;1;0;1;0;0;0
Быстро устранили проблему ;3920384;5;1;0;0;1;0;0
заявка выполнена мгновенно 👍;3920419;5;1;0;0;1;0;0
Спасибо Татьяне!) Быстро и понятно все объяснила!);3920519;5;1;0;1;1;1;0
Быстрая реакция на обращение. На данный момент протечек нет.;3920546;5;1;0;0;1;0;0
Вопрос был решен оперативно . Спасибо как сантехнику , так и менеджеру . К сожалению не спросила имена . ;3920898;5;1;0;1;1;1;0
Выполнено быстро и качественно.  Починили перила. ;3920982;5;1;1;0;1;0;0
Спасибо за оперативно отработанную заявку;3921006;5;0;0;0;1;0;0
